,Utilization Type,State,label_code,product_code,package_size,Year,Quarter,product_name,suppression,units_reimb,num_rx,total_amt_reimb,med_amt_reimb,nonmed_amt_reimb,qtr_begin,qtr_begin_date,Latitude,Longitude,Location,NDC,PRODUCTNDC,PRODUCTID,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,startdate,enddate
4548,FFSU,KY,378,9119,98,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",378911998,378-9119,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4549,FFSU,TN,52544,32,60,2017,1,KADIAN,False,62918.0,1228.0,673992.13,673992.13,0.0,1/1,01/01/2017 12:00:00 AM,35.7449,-86.7489,"(35.7449, -86.7489)",52544003260,52544-32,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4550,MCOU,IA,59011,410,10,2017,2,OXYCONTIN,False,982.0,19.0,3235.55,3235.55,0.0,4/1,04/01/2017 12:00:00 AM,42.0046,-93.214,"(42.0046, -93.214)",59011041010,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4551,FFSU,MO,59011,442,25,2017,2,DILAUDID,True,,,,,,4/1,04/01/2017 12:00:00 AM,38.4623,-92.302,"(38.4623, -92.302)",59011044225,59011-442,59011-442_182d5b8e-6145-60ab-a2ec-a188aa83eb98,HUMAN PRESCRIPTION DRUG,DILAUDID,,HYDROMORPHONE HYDROCHLORIDE,"INJECTION, SOLUTION",INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS,19260101,0,NDA,NDA019034,Purdue Pharma LP,HYDROMORPHONE HYDROCHLORIDE,2,mg/mL,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,1926-01-01,1970-01-01
4552,MCOU,IN,59011,420,10,2017,2,OXYCONTIN,False,6625.0,114.0,42573.71,41383.98,1189.73,4/1,04/01/2017 12:00:00 AM,39.8647,-86.2604,"(39.8647, -86.2604)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4553,MCOU,SC,60505,7009,2,2017,1,FENTANYL,False,190.0,18.0,3303.67,3303.67,0.0,1/1,01/01/2017 12:00:00 AM,33.8191,-80.9066,"(33.8191, -80.9066)",60505700902,60505-7009,60505-7009_e7df6bc0-959b-4010-614b-c4a77de3b53f,HUMAN PRESCRIPTION DRUG,FENTANYL,,FENTANYL,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20130404,0,ANDA,ANDA077449,Apotex Corp.,FENTANYL,100,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2013-04-04,1970-01-01
4554,MCOU,MN,74,3041,53,2017,1,VICODIN,False,1747.0,45.0,2472.36,2472.36,0.0,1/1,01/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",74304153,74-3041,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4555,FFSU,MT,59011,420,10,2017,2,OXYCONTIN,False,5495.0,101.0,34150.51,33997.51,153.0,4/1,04/01/2017 12:00:00 AM,46.9048,-110.3261,"(46.9048, -110.3261)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4556,MCOU,DC,59011,430,20,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,38.8964,-77.0262,"(38.8964, -77.0262)",59011043020,59011-430,59011-430_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,30,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4557,FFSU,MN,781,7240,55,2017,2,FENTANYL,False,163.0,20.0,2425.96,2036.16,389.8,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",781724055,781-7240,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4558,FFSU,MO,52544,211,60,2017,2,KADIAN,True,,,,,,4/1,04/01/2017 12:00:00 AM,38.4623,-92.302,"(38.4623, -92.302)",52544021160,52544-211,52544-211_16fca660-5ea4-4ad4-8c9f-df070266383e,HUMAN PRESCRIPTION DRUG,Kadian,,morphine sulfate,"CAPSULE, EXTENDED RELEASE",ORAL,20090407,0,NDA,NDA020616,"Actavis Pharma, Inc.",MORPHINE SULFATE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2009-04-07,1970-01-01
4559,MCOU,HI,59011,460,10,2017,1,OXYCONTIN,False,1170.0,18.0,18119.92,18119.92,0.0,1/1,01/01/2017 12:00:00 AM,21.1098,-157.5311,"(21.1098, -157.5311)",59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4560,MCOU,CA,63481,812,60,2017,1,OPANA ER,False,3668.0,32.0,8113.87,7936.69,177.18,1/1,01/01/2017 12:00:00 AM,36.17,-119.7462,"(36.17, -119.7462)",63481081260,63481-812,63481-812_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20200201,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,5,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2020-02-01
4561,FFSU,XX,59011,260,10,2017,2,MS CONTIN,False,3220.0,36.0,10019.74,10005.14,14.6,4/1,04/01/2017 12:00:00 AM,,,,59011026010,59011-260,59011-260_7132048d-6d8b-ad24-09ad-1d2d8c7e727e,HUMAN PRESCRIPTION DRUG,MS Contin,,morphine sulfate,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19870701,0,NDA,NDA019516,Purdue Pharma LP,MORPHINE SULFATE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,1987-07-01,1970-01-01
4562,FFSU,WY,59011,420,10,2017,2,OXYCONTIN,False,3180.0,56.0,18204.85,18204.85,0.0,4/1,04/01/2017 12:00:00 AM,42.7475,-107.2085,"(42.7475, -107.2085)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4563,MCOU,MD,74,3054,53,2017,2,VICODIN HP,True,,,,,,4/1,04/01/2017 12:00:00 AM,39.0724,-76.7902,"(39.0724, -76.7902)",74305453,74-3054,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4564,FFSU,DE,59011,415,10,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,39.3498,-75.5148,"(39.3498, -75.5148)",59011041510,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4565,FFSU,MN,59011,415,10,2017,2,OXYCONTIN,False,1641.0,23.0,8355.14,6991.52,1363.62,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",59011041510,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4566,MCOU,TX,59011,261,25,2017,2,MS CONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,31.106,-97.6475,"(31.106, -97.6475)",59011026125,59011-261,59011-261_7132048d-6d8b-ad24-09ad-1d2d8c7e727e,HUMAN PRESCRIPTION DRUG,MS Contin,,morphine sulfate,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19870701,0,NDA,NDA019516,Purdue Pharma LP,MORPHINE SULFATE,30,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,1987-07-01,1970-01-01
4567,MCOU,MN,406,9012,76,2017,2,FENTANYL,False,749.0,77.0,9891.78,9880.78,11.0,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",406901276,406-9012,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4568,FFSU,NC,378,9122,98,2017,2,FENTANYL,False,2370.0,222.0,15122.14,15073.7,48.44,4/1,04/01/2017 12:00:00 AM,35.6411,-79.8431,"(35.6411, -79.8431)",378912298,378-9122,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4569,MCOU,AZ,74,3041,13,2017,1,VICODIN,False,864.0,36.0,1138.25,1112.0,26.25,1/1,01/01/2017 12:00:00 AM,33.7712,-111.3877,"(33.7712, -111.3877)",74304113,74-3041,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4570,FFSU,MS,59011,440,10,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,32.7673,-89.6812,"(32.7673, -89.6812)",59011044010,59011-440,59011-440_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4571,MCOU,IN,59011,415,10,2017,1,OXYCONTIN,False,7418.0,130.0,36481.44,36472.44,9.0,1/1,01/01/2017 12:00:00 AM,39.8647,-86.2604,"(39.8647, -86.2604)",59011041510,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4572,FFSU,MO,378,9119,16,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,38.4623,-92.302,"(38.4623, -92.302)",378911916,378-9119,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4573,FFSU,ME,52544,11,60,2017,2,KADIAN,True,,,,,,4/1,04/01/2017 12:00:00 AM,44.6074,-69.3977,"(44.6074, -69.3977)",52544001160,52544-11,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4574,MCOU,NH,59011,420,10,2017,2,OXYCONTIN,False,3416.0,57.0,20990.27,20990.27,0.0,4/1,04/01/2017 12:00:00 AM,43.4108,-71.5653,"(43.4108, -71.5653)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4575,MCOU,FL,50458,862,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
4576,FFSU,AL,59011,480,10,2017,1,OXYCONTIN,False,2602.0,37.0,42526.61,41018.71,1507.9,1/1,01/01/2017 12:00:00 AM,32.799,-86.8073,"(32.799, -86.8073)",59011048010,59011-480,59011-480_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4577,FFSU,FL,409,1176,30,2017,2,DEMEROL,False,400.0,97.0,5627.0,5627.0,0.0,4/1,04/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",409117630,409-1176,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4578,MCOU,NH,49884,762,78,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,43.4108,-71.5653,"(43.4108, -71.5653)",49884076278,49884-762,49884-762_d0358673-e6f2-42e2-87cb-73bfcb52c4f6,HUMAN PRESCRIPTION DRUG,Fentanyl,,Fentanyl,PATCH,TRANSDERMAL,20070820,0,ANDA,ANDA077062,Par Pharmaceutical Inc.,FENTANYL,50,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2007-08-20,1970-01-01
4579,FFSU,LA,59011,758,4,2017,2,BUTRANS,True,,,,,,4/1,04/01/2017 12:00:00 AM,31.1801,-91.8749,"(31.1801, -91.8749)",59011075804,59011-758,59011-758_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,15,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
4580,FFSU,MI,23635,432,1,2017,2,EXALGO,True,,,,,,4/1,04/01/2017 12:00:00 AM,43.3504,-84.5603,"(43.3504, -84.5603)",23635043201,23635-432,23635-432_2a51603e-e295-4910-9890-401986f66d29,HUMAN PRESCRIPTION DRUG,EXALGO,,Hydromorphone Hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120824,0,NDA,NDA021217,"Mallinckrodt, Inc",HYDROMORPHONE HYDROCHLORIDE,32,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-08-24,1970-01-01
4581,FFSU,ID,63481,818,60,2017,2,OPANA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,44.2394,-114.5103,"(44.2394, -114.5103)",63481081860,63481-818,63481-818_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20190701,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-07-01
4582,MCOU,LA,591,3213,72,2017,1,FENTANYL,False,910.0,96.0,10063.84,9977.52,86.32,1/1,01/01/2017 12:00:00 AM,31.1801,-91.8749,"(31.1801, -91.8749)",591321372,591-3213,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4583,MCOU,GA,59011,415,10,2017,2,OXYCONTIN,False,1184.0,22.0,5879.87,5879.87,0.0,4/1,04/01/2017 12:00:00 AM,32.9866,-83.6487,"(32.9866, -83.6487)",59011041510,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4584,FFSU,WY,50458,861,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,42.7475,-107.2085,"(42.7475, -107.2085)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
4585,MCOU,MI,781,7241,55,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,43.3504,-84.5603,"(43.3504, -84.5603)",781724155,781-7241,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4586,FFSU,ID,59011,415,10,2017,2,OXYCONTIN,False,2848.0,52.0,14343.45,14343.45,0.0,4/1,04/01/2017 12:00:00 AM,44.2394,-114.5103,"(44.2394, -114.5103)",59011041510,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4587,MCOU,MN,63481,629,70,2017,2,PERCOCET,True,,,,,,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",63481062970,63481-629,63481-629_8323d1ea-5537-4fc3-9615-a6cf8034a005,HUMAN PRESCRIPTION DRUG,PERCOCET,,oxycodone hydrochloride and acetaminophen,TABLET,ORAL,20011130,0,ANDA,ANDA040434,"Endo Pharmaceuticals, Inc.",OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN,10; 325,mg/1; mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2001-11-30,1970-01-01
4588,MCOU,VA,59011,410,10,2017,2,OXYCONTIN,False,10420.0,181.0,34882.23,34882.23,0.0,4/1,04/01/2017 12:00:00 AM,37.768,-78.2057,"(37.768, -78.2057)",59011041010,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4589,FFSU,KY,59011,410,20,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",59011041020,59011-410,59011-410_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,10,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4590,MCOU,TX,50458,91,5,2017,2,DURAGESIC,True,,,,,,4/1,04/01/2017 12:00:00 AM,31.106,-97.6475,"(31.106, -97.6475)",50458009105,50458-91,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4591,MCOU,KY,50458,860,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
4592,FFSU,XX,50458,90,5,2017,2,DURAGESIC,False,192.0,23.0,5484.97,5274.48,210.49,4/1,04/01/2017 12:00:00 AM,,,,50458009005,50458-90,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4593,FFSU,FL,59011,460,10,2017,2,OXYCONTIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,27.8333,-81.717,"(27.8333, -81.717)",59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4594,FFSU,MN,378,9122,98,2017,2,FENTANYL,False,273.0,26.0,1525.58,1466.89,58.69,4/1,04/01/2017 12:00:00 AM,45.7326,-93.9196,"(45.7326, -93.9196)",378912298,378-9122,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4595,FFSU,NH,74,3041,53,2017,2,VICODIN,True,,,,,,4/1,04/01/2017 12:00:00 AM,43.4108,-71.5653,"(43.4108, -71.5653)",74304153,74-3041,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4596,FFSU,NC,781,7241,55,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,35.6411,-79.8431,"(35.6411, -79.8431)",781724155,781-7241,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4597,MCOU,XX,406,8725,10,2017,2,METHADOSE,False,603.0,23.0,1181.07,1181.07,0.0,4/1,04/01/2017 12:00:00 AM,,,,406872510,406-8725,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
4598,FFSU,KY,52544,896,60,2017,2,KADIAN,True,,,,,,4/1,04/01/2017 12:00:00 AM,37.669,-84.6514,"(37.669, -84.6514)",52544089660,52544-896,52544-896_16fca660-5ea4-4ad4-8c9f-df070266383e,HUMAN PRESCRIPTION DRUG,Kadian,,morphine sulfate,"CAPSULE, EXTENDED RELEASE",ORAL,20090407,0,NDA,NDA020616,"Actavis Pharma, Inc.",MORPHINE SULFATE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2009-04-07,1970-01-01
4599,FFSU,TN,49884,762,78,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,35.7449,-86.7489,"(35.7449, -86.7489)",49884076278,49884-762,49884-762_d0358673-e6f2-42e2-87cb-73bfcb52c4f6,HUMAN PRESCRIPTION DRUG,Fentanyl,,Fentanyl,PATCH,TRANSDERMAL,20070820,0,ANDA,ANDA077062,Par Pharmaceutical Inc.,FENTANYL,50,ug/h,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2007-08-20,1970-01-01
4600,MCOU,NM,50458,860,1,2017,2,NUCYNTA ER,True,,,,,,4/1,04/01/2017 12:00:00 AM,34.8375,-106.2371,"(34.8375, -106.2371)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
4601,FFSU,NC,60793,434,20,2017,2,EMBEDA,False,2440.0,55.0,34761.11,34761.11,0.0,4/1,04/01/2017 12:00:00 AM,35.6411,-79.8431,"(35.6411, -79.8431)",60793043420,60793-434,60793-434_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,60; 2.4,mg/1; mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC],Opioid Antagonist [EPC],Opioid Antagonists [MoA]",CII,2009-08-13,1970-01-01
4602,FFSU,XX,59011,420,20,2017,2,OXYCONTIN,False,1475.1,69.0,9684.83,9666.75,18.08,4/1,04/01/2017 12:00:00 AM,,,,59011042020,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
4603,FFSU,NC,781,7244,55,2017,2,FENTANYL,True,,,,,,4/1,04/01/2017 12:00:00 AM,35.6411,-79.8431,"(35.6411, -79.8431)",781724455,781-7244,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
